GLOBAL_ID,processed_txt,travel_mode,sentiment,reasoning,model
2060,"the new york city police has their civilian team shoving their phones in my face on the sidewalk, subway, and in stores. https: and and t.co and qhralfod0b",Subway,Negative,Police are intruding on personal space in the subway.,openai
2061,"i have been mostly impressed with mask compliance in the past week or two of commuting. i just do not understand why people leave their noses poking out so routinely. also, i would love to see a breakdown by line. my 7 train car now has 100% compliance, when my n car was like 15%.",Subway,Positive,The tweet expresses admiration for the majority of people following mask rules on public transportation.,llama2
2061,"i have been mostly impressed with mask compliance in the past week or two of commuting. i just do not understand why people leave their noses poking out so routinely. also, i would love to see a breakdown by line. my 7 train car now has 100% compliance, when my n car was like 15%.",Subway,Neutral,The tweet is about mask compliance on the subway.,mistral
2061,"i have been mostly impressed with mask compliance in the past week or two of commuting. i just do not understand why people leave their noses poking out so routinely. also, i would love to see a breakdown by line. my 7 train car now has 100% compliance, when my n car was like 15%.",Subway,Positive,Impressed with mask compliance on the subway.,openai
2062,there are maybe twenty people on this train car with me. all are wearing masks. i think three people have masks covering their mouth and nose.,Subway,Neutral,"The tweet mentions the number of people wearing masks on a train car, indicating a neutral sentiment.",llama2
2062,there are maybe twenty people on this train car with me. all are wearing masks. i think three people have masks covering their mouth and nose.,Subway,Neutral,The tweet is neutral and doesn't express any sentiment.,mistral
2062,there are maybe twenty people on this train car with me. all are wearing masks. i think three people have masks covering their mouth and nose.,Subway,Neutral,Describes the number of people on the train car.,openai
2063,"filth and feces, report finds increase in dirty subway cars... https: and and t.co and n5qlm9ul6a",Subway,Negative,"The tweet mentions an increase in dirty subway cars, indicating a negative sentiment.",llama2
2063,"filth and feces, report finds increase in dirty subway cars... https: and and t.co and n5qlm9ul6a",Subway,Negative,The subway cars were found to be dirty and filled with feces.,mistral
2063,"filth and feces, report finds increase in dirty subway cars... https: and and t.co and n5qlm9ul6a",Subway,Negative,The report found an increase in dirty subway cars.,openai
2064,"i have got nothing but the absolute utmost respect and awe for the folks slinging coffee at starbucks to the stressed out mob in moynihan train station this morning. singing, getting orders right, patient... amazing people.",Unknown,Positive,The author is in awe of the Starbucks employees at Moynihan Train Station for their patience and service despite a busy and stressed environment.,llama2
2064,"i have got nothing but the absolute utmost respect and awe for the folks slinging coffee at starbucks to the stressed out mob in moynihan train station this morning. singing, getting orders right, patient... amazing people.",Subway,Positive,The Starbucks employees were patient and efficient in serving the stressed out customers.,mistral
2064,"i have got nothing but the absolute utmost respect and awe for the folks slinging coffee at starbucks to the stressed out mob in moynihan train station this morning. singing, getting orders right, patient... amazing people.",Unknown,Positive,Respect and awe for the coffee slingers at Starbucks.,openai
2065,"i am at moynihan train hall in new york, ny https: and and t.co and pwh6n1qsas",Unknown,Neutral,The tweet does not mention any travel mode or sentiment.,llama2
2065,"i am at moynihan train hall in new york, ny https: and and t.co and pwh6n1qsas",Subway,Neutral,The tweet is just a location tag.,mistral
2065,"i am at moynihan train hall in new york, ny https: and and t.co and pwh6n1qsas",Unknown,Neutral,Doesn't mention travel mode.,openai
2066,"the new nyc mta train comms are interesting this am: ""the next stop is available day 1 on game pass, access is also available on pc and cloud. transfer at no additional cost"".",Unknown,Positive,"The tweet is about a new feature for train commuters, indicating a positive sentiment.",llama2
2066,"the new nyc mta train comms are interesting this am: ""the next stop is available day 1 on game pass, access is also available on pc and cloud. transfer at no additional cost"".",Subway,Positive,The new MTA train comms are interesting and informative.,mistral
2066,"the new nyc mta train comms are interesting this am: ""the next stop is available day 1 on game pass, access is also available on pc and cloud. transfer at no additional cost"".",Subway,Positive,The new MTA train comms offer access to services at no additional cost.,openai
2067,this guy just threw food all over the subway car seats for no reason,Subway,Negative,The person threw food on the subway car seats without a reason.,llama2
2067,this guy just threw food all over the subway car seats for no reason,Subway,Negative,The person threw food on the subway car seats without any reason.,mistral
2067,this guy just threw food all over the subway car seats for no reason,Subway,Negative,Someone threw food on the subway car seats without reason.,openai
2068,"its a bs how they are connecting 5th and 6th aves to the times square complex, but yet have the 8th ave passageway blocked off? note the transfer point between the l train 8th avenue and the 6th avenue line is only between 7th and 6th avenue",Subway,Negative,The tweet expresses frustration at the inconvenience caused by the blocked transfer point between the L train and the 6th Avenue line.,llama2
2068,"its a bs how they are connecting 5th and 6th aves to the times square complex, but yet have the 8th ave passageway blocked off? note the transfer point between the l train 8th avenue and the 6th avenue line is only between 7th and 6th avenue",Subway,Negative,The subway connection between 5th and 6th avenues and the Times Square complex is inadequate.,mistral
2068,"its a bs how they are connecting 5th and 6th aves to the times square complex, but yet have the 8th ave passageway blocked off? note the transfer point between the l train 8th avenue and the 6th avenue line is only between 7th and 6th avenue",Subway,Negative,Frustration with the connection between 5th and 6th Avenues to Times Square.,openai
2069,nyc subway + apple watch + apple pay = commute bliss,Subway,Positive,The tweet expresses happiness with the convenience of using Apple Pay to pay for subway fares while wearing an Apple Watch.,llama2
