Unnamed: 0,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY,travel_mode,sentiment,reasoning
2118,2118,4221,the homeless community in nyc is wild aff . one was screaming at himself in the subway and then another one told me to stop it when i walked by him in the park,2021-08-11 18:04:19+00:00,2021-08-11,2021-32,Subway,Negative,"The tweet mentions an agitated homeless person in the subway and another one harassing a passerby in a park, indicating a negative sentiment."
2119,2119,4222,"i am at mta bus si ferry &amp; ramp d (s40 and s42 and s44 and s52 and s90 and s94) in staten island, ny https: and and t.co and 3lcormnntv",2021-08-11 17:58:40+00:00,2021-08-11,2021-32,Bus,Neutral,"The tweet is mentioning different bus routes in Staten Island, indicating a neutral sentiment."
2120,2120,4223,"if mta station agents do not help with cash transactions, help with metrocard issues and helps illegal swipe sellers to work the stations, what are they there for?? i swiped uptown because thought i had go up to go downtown like i have done past 2 weeks...but she would not even listen",2021-08-11 17:58:05+00:00,2021-08-11,2021-32,Subway,Negative,"The Twitter user is unhappy with the MTA station agents, who they feel are not doing their job properly."
2121,2121,4224,"hey i tried talking to this rude you helpful employee about my unlimited metrocard and she directed me to the ""no cash in booth"" sign while giving sad face. so i bought a single ride and snap photo of her...then she snapped photo of me. https: and and t.co and i0ahlnsghv",2021-08-11 17:54:58+00:00,2021-08-11,2021-32,Subway,Negative,The employee was rude and unhelpful.
2122,2122,4225,"seen a female on the train with red white and blue toes and stars on her big toe, which is very much giving ""i are not get my toes done since 4th of july weekend""",2021-08-11 17:40:25+00:00,2021-08-11,2021-32,Subway,Positive,The tweet finds the person's toes design amusing and entertaining.
2123,2123,4226,"i know it is been debated whether is ""on its way back"" or not, but judging by the guy laying down on the subway seats, pants unzipped, tickling his exposed john piece, it is safe to say we are on our way!",2021-08-11 17:28:14+00:00,2021-08-11,2021-32,Subway,Negative,The tweet describes an inappropriate and disruptive behavior on the subway.
2124,2124,4228,"i am at mta subway whitehall st (r and w) in new york, ny https: and and t.co and zwzzd191tr",2021-08-11 17:18:03+00:00,2021-08-11,2021-32,Subway,Neutral,The tweet simply states the location of the writer in the MTA subway system.
2125,2125,4229,"well it is finally happen, i am on the train with the sick passenger that is causing a delay on the 2 and 3",2021-08-11 17:14:19+00:00,2021-08-11,2021-32,Subway,Negative,"The tweet mentions being on a train with a sick passenger causing a delay, implying an unpleasant experience."
2126,2126,4230,"i am at mta subway atlantic ave and barclays center (b and d and n and q and are and 2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and pa7gn1wjxc",2021-08-11 17:02:33+00:00,2021-08-11,2021-32,Subway,Positive,The tweet mentions the location of the MTA subway station and uses positive language to express excitement.
2127,2127,4232,they finally boutta put a train stop in southside,2021-08-11 16:47:56+00:00,2021-08-11,2021-32,Subway,Positive,The addition of a new subway stop is a positive development for the community.
2128,2128,4233,"i never understood why when a person is sick they would get on the train , brother stay tf home !",2021-08-11 16:40:04+00:00,2021-08-11,2021-32,Subway,Negative,"The tweet expresses frustration towards people who get on the subway when they are sick, implying that it is not a safe or responsible decision."
2129,2129,4234,i can not stand the mta on a serious note,2021-08-11 16:32:21+00:00,2021-08-11,2021-32,Unknown,,
2130,2130,4237,nyc subway rider not wearing a mask raps elbow around the poll to avoid germs.,2021-08-11 15:57:47+00:00,2021-08-11,2021-32,Subway,Positive,The subway rider found an innovative way to avoid germs.
2131,2131,4238,"on way to the office busy morning! ( mta subway prince st (r and w) in new york, ny) https: and and t.co and yl3du28xcz",2021-08-11 15:48:41+00:00,2021-08-11,2021-32,Subway,Positive,"The tweet mentions the MTA subway and the location in New York, indicating a positive sentiment."
2132,2132,4242,"i am at mta subway 23rd st (f and m) in new york, ny https: and and t.co and vej6tj52nx",2021-08-11 15:24:05+00:00,2021-08-11,2021-32,Subway,Neutral,The tweet mentions the location of a subway station in New York City.
2133,2133,4247,m60 protected bus lane or n train extension.,2021-08-11 15:02:57+00:00,2021-08-11,2021-32,Subway,Positive,"The tweet is discussing the extension of a train line or the creation of a protected bus lane, both of which are positive developments for public transportation."
2134,2134,4249,manspreading on the train to remind people that i am gay,2021-08-11 14:45:20+00:00,2021-08-11,2021-32,Subway,Positive,The tweet expresses pride in being gay and using public transportation.
2135,2135,4257,"selfishly, it has helped me snag a transfer many times when i otherwise would have missed the departing train. but yeah, not a great set up.",2021-08-11 12:48:45+00:00,2021-08-11,2021-32,Subway,Neutral,The tweet mentions a positive aspect of the subway system (being able to snag a transfer) but also acknowledges a negative aspect (the set up not being great).
2136,2136,4259,why is someone painting the nails on the train this morning...i am trying to sleep,2021-08-11 12:35:48+00:00,2021-08-11,2021-32,Subway,Negative,The person painting their nails on the train is disturbing the writer's sleep.
2137,2137,4260,to the person who activated the e break on my train a big fk you from everyone on the train... https: and and t.co and 6qcahlbywx,2021-08-11 12:35:43+00:00,2021-08-11,2021-32,Subway,Negative,The person who activated the emergency brake on the train caused inconvenience to everyone on board.
2138,2138,4262,i just walked our of the train track doors and got flashed in the face by a professional camera. sorry in advance if anyone sees my shocked grouchy ass morning face somewhere.,2021-08-11 12:21:51+00:00,2021-08-11,2021-32,Subway,Positive,"The tweet mentions walking out of train doors and getting flashed by a professional camera, indicating a positive experience."
2139,2139,4263,"i am at mta subway jay st and metrotech (a and c and f and r) in brooklyn, ny https: and and t.co and y3iuikfn9t",2021-08-11 12:18:53+00:00,2021-08-11,2021-32,Subway,Positive,"The tweet mentions the location of a subway station in Brooklyn, indicating a positive sentiment towards public transportation."
2140,2140,4267,no subway until this looser is gone https: and and t.co and ehgklopdne,2021-08-11 11:58:19+00:00,2021-08-11,2021-32,Subway,Negative,The user is expressing frustration with the subway being unavailable due to an unidentified issue.
2141,2141,4269,this is to the people that bring bikes and scooters on the subway during rush hour: why are not you all riding them???,2021-08-11 11:12:38+00:00,2021-08-11,2021-32,Subway,Negative,The person is frustrated with people bringing bikes and scooters on the subway during rush hour.
2142,2142,4271,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and j053fz5keb",2021-08-11 11:01:56+00:00,2021-08-11,2021-32,Unknown,Neutral,The tweet does not mention any travel mode or sentiment.
2143,2143,4276,who is taking the subway without directions? me! i am basically a new yorker who lives in boston now,2021-08-11 05:22:22+00:00,2021-08-11,2021-32,Subway,Positive,The tweet expresses excitement and pride in navigating the subway system without directions.
2144,2144,4278,cleared: incident on nb at south of interchange 15x secaucus train station,2021-08-11 05:17:50+00:00,2021-08-11,2021-32,Subway,Neutral,"The tweet mentions an incident on the NJ Transit train line, which is a subway line."
2145,2145,4282,6 kids in their early 20s sat around me on the subway and half were unmasked. i asked if they had masks they did not i told them they better get up and move then and they did. going to ride this high for a week,2021-08-11 04:35:00+00:00,2021-08-11,2021-32,Subway,Positive,The speaker took action to protect themselves and others on the subway by asking unmasked passengers to move.
2146,2146,4285,i am so jealous i was not on this train laugh i would ask for a pic https: and and t.co and g63hyrf9wg,2021-08-11 03:58:18+00:00,2021-08-11,2021-32,Unknown,,
2147,2147,4286,watching a mom and dad force their kids to take a family portrait at 10:30p on the 1 train platform really topped the day off,2021-08-11 03:53:41+00:00,2021-08-11,2021-32,Subway,Negative,The family portrait taking at an inconvenient time is amusing.
2148,2148,4287,i always try to make the train go down both tracks. or spew fire or nerve gas or porcupines. figure that would make the stupid test be over for quicker.,2021-08-11 03:37:50+00:00,2021-08-11,2021-32,Unknown,Negative,The tweet expresses frustration and discontent with the subway system.
2149,2149,4292,got to take the subway girllll,2021-08-11 02:57:45+00:00,2021-08-11,2021-32,Subway,Positive,"The tweet uses a playful and enthusiastic tone, indicating a positive sentiment towards taking the subway."
2150,2150,4293,"ahhh was my second guess , i enjoy seeing of i know where stuff is sometimes i think the w4 one the subway sandwich chain is above the entrance and there may be a newspaper stand or shoe shine halfway down the steps",2021-08-11 02:53:32+00:00,2021-08-11,2021-32,Subway,Positive,"The tweet mentions enjoying the familiarity of knowing where things are in a particular location, indicating a positive sentiment."
2151,2151,4294,d train bronx bound 34th street? where is it,2021-08-11 02:53:14+00:00,2021-08-11,2021-32,Subway,Negative,The tweet is expressing frustration at not being able to find the D train at 34th street.
2152,2152,4295,"my bike seat got stolen tn.......and all i can say is, thank god this did not happen during the bar exam. carrying my bike into the subway is a good workout though",2021-08-11 02:45:12+00:00,2021-08-11,2021-32,Bike,Neutral,"The tweet is neutral because the person is expressing gratitude that the theft didn't happen during a stressful event like the bar exam, while also finding a positive aspect in carrying their bike into the subway for a workout."
2153,2153,4303,no do not leave!!!!!,2021-08-11 01:41:38+00:00,2021-08-11,2021-32,Unknown,Negative,"The tweet suggests that the person does not want to leave a certain location, likely indicating a negative sentiment."
2154,2154,4304,rained out. on 7 train,2021-08-11 01:39:17+00:00,2021-08-11,2021-32,Subway,Negative,"The tweet mentions being on the 7 train and being rained out, indicating a negative sentiment."
2155,2155,4308,definitely getting my steps in tonight on the subway! riding the newest hudson yards train https: and and t.co and 2seeqrtnei,2021-08-11 01:05:27+00:00,2021-08-11,2021-32,Subway,Positive,The user is excited to be getting their steps in on the new Hudson Yards train.
